n_hit,uid,aHIVdeath,aHIVslowrecov,aHIVtreatinit,alphaH,alphaHmul2010,atheta,chi,epsilonH,epsilonHmul2010,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,omegaS0,pEhigh,phiH,phiHmul2010,pR,pT,rho,sageA15,sigma,smul,theta,zeta
38,fe6962c9c87907d3797b7c12769114db,4.291568515,0.64679122,2.348810647,0.370416275,0.833022511,24.49956923,0.21053874,0.665738447,0.357092159,0.478069544,0.453007072,0.532962467,0.448882543,0.613114197,0.138876294,0.939019021,0.123926905,0.004109666,0.098136295,0.022309048,1.016846863,0.030860048,0.341999078,2.793941017,4.270483089,0.738418349,0.001427436,0.003342171,0.564938439,0.000769789,0.70338841,0.103232592,0.390780673
38,66e096a44c8af100942eb9571bd7b1fd,4.27673664,0.637040056,2.371515263,0.37239698,0.828338069,24.42099197,0.210375878,0.665613589,0.368860722,0.481940976,0.456003238,0.535632421,0.449396618,0.616805886,0.139090069,0.933629615,0.124767262,0.00412727,0.096281134,0.022312321,1.014015805,0.030848686,0.339454276,2.801388402,4.282326402,0.738344509,0.001429921,0.003673931,0.571719269,0.000774669,0.707796395,0.103125108,0.409346876
38,e3b492e57718faa80af181d2fbcee7f2,4.263179973,0.64402478,2.369994808,0.368913448,0.818849315,24.45164542,0.210056373,0.659450534,0.374759217,0.478628695,0.458675125,0.539500886,0.449542562,0.61314443,0.139569433,0.934854467,0.124347051,0.004114063,0.096454654,0.0222543,1.019677309,0.030862757,0.343227197,2.81187858,4.300435646,0.738205287,0.001407549,0.003403201,0.568344912,0.000774341,0.703253403,0.103287679,0.40528592
38,ed12de53448be3f8a90f674fe11431ca,4.268387669,0.641055709,2.379755496,0.380069475,0.819276293,24.4980209,0.209761575,0.658178922,0.369886183,0.476948391,0.460220357,0.541718966,0.446686188,0.613537995,0.140210597,0.94417123,0.124741459,0.004119938,0.09754413,0.022254811,1.026930983,0.030809478,0.343895364,2.81533289,4.306484192,0.737264268,0.001420214,0.003488727,0.570325443,0.000770801,0.705853282,0.103411586,0.409768513
38,841be7c3cd5a1e1b48d48f5febcb54cf,4.272781806,0.648689923,2.36991879,0.391106707,0.829001166,24.40484856,0.209425048,0.660719235,0.364997314,0.475463763,0.461585953,0.544188664,0.44296622,0.614914979,0.140660052,0.944945368,0.12542502,0.00407256,0.097035746,0.022217008,1.020393654,0.030763409,0.343812035,2.829788444,4.289273196,0.737236541,0.001400317,0.003540081,0.570761475,0.000772265,0.709332995,0.103345824,0.417199614
38,70da0e7371fd93d516309b705619975e,4.274565581,0.650854936,2.359464544,0.394166794,0.833269692,24.31513246,0.209942288,0.654729342,0.359355822,0.472319366,0.460441471,0.546631973,0.444235817,0.617225596,0.140991407,0.944688091,0.125623755,0.004061249,0.096908418,0.022258508,1.026353262,0.030699604,0.346533138,2.826091817,4.296186256,0.737820713,0.001379962,0.003468702,0.57040714,0.000773108,0.714812473,0.103267098,0.411819885
38,0e279c5a40c498daf889deaeaf25f580,4.279607423,0.651742608,2.370672989,0.404111507,0.82838477,24.23959571,0.21012149,0.663598458,0.352723488,0.472573359,0.4635406,0.550540578,0.444874937,0.618959491,0.141529022,0.94242111,0.125317688,0.004093846,0.097085913,0.022196723,1.026420928,0.030723801,0.343605405,2.836319729,4.283598616,0.738580919,0.001393883,0.003254233,0.569944472,0.000775175,0.719760119,0.103395284,0.418642672
38,29fdceaf75ad43fb7b6c60de8a4cb605,4.268655251,0.644849419,2.370191627,0.397971155,0.835841826,24.14568066,0.210407125,0.660689339,0.352867077,0.474885107,0.464325174,0.552081939,0.442125355,0.619047089,0.141521419,0.93827999,0.124725538,0.004063584,0.097155449,0.022262605,1.027497367,0.030795425,0.345929072,2.854431266,4.284558375,0.738968538,0.001379814,0.00320354,0.57354874,0.000776797,0.722168983,0.103386788,0.430004426
38,0bc54811f87530bb436b0c9712a0d517,4.267163443,0.650369056,2.369253614,0.387029155,0.842805636,24.18940771,0.209935626,0.663167134,0.360601726,0.47332014,0.465210154,0.550893331,0.438768626,0.620130965,0.142317462,0.948024525,0.125387449,0.004100088,0.09750412,0.022262939,1.025783398,0.030724691,0.343265593,2.864218577,4.294557442,0.738577861,0.001387345,0.003291615,0.577213081,0.000773016,0.726330604,0.103547727,0.422479064
38,d99fab5c888abd9fcc61bdcd1447d9f1,4.262275563,0.653113775,2.378195884,0.38383697,0.835541602,24.24424481,0.20970066,0.670590298,0.370493643,0.469394815,0.465748807,0.554719249,0.4407963,0.616287162,0.141477912,0.948411481,0.126084247,0.00407817,0.097343959,0.022254521,1.021800536,0.030758215,0.344882735,2.880815436,4.299041877,0.738682325,0.001394844,0.003263141,0.580695834,0.000769832,0.725570819,0.103441098,0.42430626
38,8ae1f79e123ac08ba6c6e40fe087c6b0,4.225587385,0.648090667,2.374645552,0.364874811,0.881502773,24.07001981,0.209615898,0.66119625,0.384968455,0.466511153,0.460993515,0.548663016,0.448861158,0.605232763,0.141480371,0.956103971,0.126351302,0.004149102,0.095896478,0.022409164,1.01217662,0.030701812,0.337671088,2.868813959,4.28189362,0.737237739,0.001381636,0.003260654,0.58981114,0.000770257,0.710817276,0.103232504,0.419728231
38,5ebfe1122f68085dfbb775982359c28b,4.217779769,0.647194424,2.355957187,0.378560019,0.857052292,24.16094056,0.208846859,0.66010412,0.392495278,0.463690379,0.457673296,0.549345017,0.450368056,0.60318347,0.140118139,0.956690545,0.126423768,0.004159865,0.097609386,0.022469125,1.021054073,0.030757603,0.34112382,2.865290996,4.317771835,0.736468023,0.001418201,0.002986439,0.588036917,0.000764186,0.708773113,0.103374621,0.41618283
38,b04ba75f433bb1957864d669e3075449,4.219263292,0.652174102,2.34354518,0.367689316,0.864554689,24.20209421,0.209393492,0.672369137,0.406817933,0.463493939,0.453500701,0.551451532,0.452634383,0.602608923,0.139759374,0.964742449,0.125423359,0.0041801,0.097145465,0.022530172,1.031316262,0.030690744,0.34076999,2.878159085,4.303208495,0.734968347,0.001443972,0.002841848,0.585449112,0.000759333,0.71112747,0.103446614,0.416122919
38,11f1fac06bcb825f2a11cf4762c93b49,4.215328999,0.662394679,2.333150471,0.372101314,0.869433179,24.21970597,0.209398335,0.666089607,0.390208164,0.461237244,0.451827971,0.559159528,0.451442268,0.602119094,0.140685812,0.961013512,0.125833044,0.004126913,0.094942847,0.022505318,1.02521066,0.030736749,0.337958015,2.852649948,4.288384929,0.734651898,0.001431565,0.002477466,0.591686669,0.000757155,0.70342575,0.103425593,0.418633505
38,d0a45e2991dbdf06711a1ccf395d419a,4.242000579,0.656565346,2.329913422,0.3010084,1.030594982,23.58407211,0.211513161,0.714840311,0.338637683,0.453657521,0.466040639,0.555233382,0.439223266,0.61084142,0.148641793,0.946464115,0.122979992,0.004148068,0.096743226,0.022449801,1.039248274,0.030693971,0.336477608,2.825214164,4.26622386,0.736105792,0.001356482,0.003026294,0.622886301,0.000766784,0.665837653,0.103681616,0.414337029
38,678d986a9494c91d7e716f6be7e975e1,4.265519504,0.650450081,2.344008297,0.313331152,1.00895716,23.43035429,0.210802884,0.738425525,0.384698803,0.465812378,0.462382134,0.549606643,0.438762538,0.606610228,0.148624579,0.954700874,0.122520346,0.004047745,0.095557724,0.022629087,1.011637595,0.030968237,0.348930587,2.836901355,4.301660062,0.740908923,0.001448718,0.002699489,0.614651475,0.000786463,0.68706426,0.103039905,0.39561632
38,3a68049e4f4eda48b1b3690966df4327,4.255826627,0.649768049,2.328433141,0.312709123,1.002369528,23.35861971,0.209887974,0.718637126,0.395203709,0.463291063,0.45603868,0.548463536,0.441692494,0.610047995,0.148274151,0.953195475,0.122755344,0.004085402,0.096417931,0.022593722,1.014438234,0.030828417,0.34400067,2.85642188,4.306516481,0.740042842,0.001418069,0.002528732,0.608236336,0.000784509,0.688482428,0.103190989,0.379655461
38,1a5d7809fb50d85624a98634e7faa78d,1.934150959,1.159196186,0.340993329,0.65633804,0.635335938,18.46286567,0.22785352,0.253633157,1.111271107,0.815313683,0.464176941,0.018000128,0.186823284,0.626439688,0.167560775,0.859023525,0.116395287,0.006848733,0.051510346,0.014163231,1.243106053,0.036001306,0.341632763,4.323225773,1.086862847,0.713279549,0.001474168,0.005481719,0.961111305,0.000412192,0.714049325,0.09523037,0.388858452
38,6042f97a86e4954139b3bde8241ffc6d,2.133475923,1.230494648,0.335608683,0.585232238,0.529275702,15.86642351,0.215871102,0.213517296,1.165602685,0.831642498,0.510086223,0.054698158,0.195863641,0.607985735,0.171430116,0.843488217,0.118639956,0.006909318,0.055598093,0.015738127,1.307744511,0.036585256,0.385651227,3.856507248,0.569270631,0.730159659,0.001539121,0.007315798,0.957965591,0.000421768,0.809169321,0.095966637,0.328518973
38,f87a3125827d3f79149ec1c8e28a8d56,2.301804195,1.084730286,0.465247675,0.402389581,0.723974477,15.14588799,0.219560214,0.177290784,1.43505628,0.800887302,0.508500739,0.002918266,0.176696336,0.612999071,0.165449927,0.816703858,0.110762,0.006567261,0.035692783,0.016197552,1.338665543,0.035866119,0.360076074,4.088223603,0.757901989,0.72697977,0.00154663,0.006656723,0.945566449,0.000389616,0.679998599,0.095580759,0.357964684
38,eaaed37d286d8586eeffcd7ec152e92c,2.31240486,1.084309456,0.465177671,0.407233776,0.715564591,15.24799296,0.218974401,0.186863166,1.433355123,0.800448171,0.511090381,0.005002557,0.179599751,0.615412837,0.165602861,0.807692584,0.111377247,0.006592947,0.036305863,0.016175123,1.333481951,0.035791854,0.361962867,4.078810426,0.777176515,0.727858904,0.001557029,0.006497973,0.946639655,0.000390565,0.681313046,0.095518245,0.351317063
38,a08a64f7e908da2678f7e4cb4b1cc7b6,2.320590211,1.090192274,0.500274495,0.383886604,0.693485022,14.97330545,0.221226854,0.232953718,1.429360727,0.805625406,0.534146225,0.007429247,0.193366519,0.598080984,0.164922578,0.832174037,0.113970916,0.006461897,0.036145811,0.01644687,1.33099782,0.035499067,0.343124781,4.071917312,0.82511835,0.731008581,0.001479355,0.006844479,0.952521878,0.000391161,0.664036429,0.0957331,0.351701778
38,d65a370155455a3cc63d4135bef2882f,2.114154519,1.194314445,0.688989481,0.395577181,0.908174334,14.05723385,0.225751091,0.18043968,1.288085412,0.757835319,0.510370839,0.069893979,0.256780591,0.588335497,0.152452971,0.781088866,0.117387173,0.007216202,0.00110241,0.016163004,1.072334271,0.034161217,0.379119147,3.981235216,0.792470536,0.732585397,0.001628564,0.005385239,0.960414983,0.000299788,0.790957797,0.095622201,0.3457053
38,a064fecf48101b2a400017790daaa837,2.089591845,1.209567763,0.698998885,0.370954756,0.94577617,12.94684646,0.225480975,0.17683164,1.233331937,0.760962545,0.489661006,0.064559395,0.257199327,0.591907181,0.150976596,0.785615885,0.11875244,0.007236391,0.00130583,0.0162021,1.067963312,0.034306034,0.368394616,3.956731552,0.734750162,0.73018053,0.001643961,0.00579826,0.942405112,0.000311972,0.778829158,0.096023067,0.370515254
38,46dd31905d6855cc4784acfc08eb5359,2.098215524,1.210573167,0.705034678,0.381128935,0.936489465,12.94489468,0.224979748,0.179871407,1.224598594,0.758465689,0.492494129,0.065342185,0.258384472,0.591422128,0.151835136,0.788587117,0.118337344,0.007193313,0.000454672,0.016200675,1.065719655,0.034328638,0.369973406,3.973939243,0.737197455,0.730697878,0.001619669,0.005937746,0.943829076,0.000315188,0.782025682,0.095938476,0.367558608
38,49ddaa61d509d9f0a6766529ca045279,2.085256542,1.217598678,0.701968166,0.39884644,0.929462533,12.92391676,0.224847385,0.178285703,1.220246341,0.75995069,0.495383094,0.064203863,0.26326416,0.594968451,0.152697565,0.785915117,0.119624551,0.007174712,0.001732746,0.0162051,1.05904497,0.034307453,0.366569521,3.99093572,0.741087833,0.730090512,0.001589817,0.005941784,0.944867454,0.000319952,0.787633284,0.095736334,0.373772824
38,2318dc2af0f8528bc752c5338bc7e7c1,2.096044287,1.211904457,0.697475876,0.394959555,0.918207092,12.94332428,0.225217952,0.177352971,1.218995148,0.761614611,0.497728671,0.060873059,0.264055465,0.595583896,0.153517692,0.784004012,0.119522349,0.007137755,0.002184932,0.016178822,1.05267566,0.034259127,0.364161458,3.984937419,0.756676355,0.729365036,0.001584641,0.005932741,0.948214395,0.000319566,0.786854503,0.09566469,0.37570201
38,1a09c55f9c890489afb660371e051e70,2.03570468,1.126623955,0.206204033,0.613222357,0.500684203,16.53738828,0.221031961,0.176672631,1.33627288,0.87114669,0.399782316,0.013334342,0.169531341,0.635644247,0.171714605,0.812642308,0.107645064,0.00612131,0.05323697,0.015289665,1.223293292,0.036952925,0.360839048,4.228699825,0.920414479,0.728255289,0.001654405,0.00648387,0.983356745,0.00048487,0.732202886,0.095251248,0.378007086
38,9de4e16150f6077b8a80e2a68c004b7c,2.050037271,1.124027802,0.201898976,0.607319907,0.489761988,16.45256893,0.220774778,0.188886821,1.336263357,0.872044163,0.404933104,0.020099824,0.173546025,0.634187456,0.170322652,0.807640548,0.10734791,0.006173911,0.05416955,0.015311387,1.23342146,0.037009721,0.360184695,4.25316149,0.955654873,0.727656877,0.001665235,0.006116284,0.985581121,0.000482909,0.732006515,0.095060123,0.36157786
38,8ce4546191178e95d73c45aa6768cf9d,2.036939501,1.145923064,0.208779769,0.650118733,0.436993979,16.91402957,0.219397897,0.196779734,1.34155309,0.831816507,0.459777999,0.031985554,0.194520918,0.570149875,0.170982227,0.856005649,0.110507049,0.006752124,0.056781883,0.015760035,1.381782189,0.036075542,0.342527008,4.062249049,0.988009055,0.726854263,0.00151494,0.00614455,0.977707694,0.000464413,0.748926393,0.095805464,0.335840611
38,6572a38df15e9d6d589597540b0b8182,2.208759039,1.136887197,0.256429274,0.578964019,0.484272315,17.30498181,0.223792257,0.199043771,1.418665656,0.812003226,0.446314577,0.012182684,0.150155952,0.544079176,0.174830979,0.851801379,0.109921761,0.006721413,0.052182514,0.015204014,1.405749175,0.035479556,0.42958456,4.373673157,1.143101148,0.720151978,0.001737714,0.007763772,0.976989624,0.000436603,0.723352333,0.094741701,0.339040964
38,a73495556cc958eb4ed054c0533a5efd,2.580674594,1.136861174,0.923082364,0.611354203,0.678613025,18.21913541,0.231416006,0.236757396,1.138055808,0.783895013,0.501462467,0.338549083,0.430001355,0.561278862,0.162648396,0.852720731,0.133087761,0.005941799,0.055180334,0.016592498,1.364445313,0.042337134,0.374668965,3.475805582,2.031226325,0.694377226,0.001603225,0.005022764,0.817695389,0.000365102,0.782934453,0.094095986,0.392576175
38,680689d0c2b604be7bb52dab1d045d2a,2.569975382,1.138037686,0.928197822,0.605971568,0.670052216,18.30011333,0.230886631,0.226145608,1.138299429,0.781943062,0.500296578,0.339208916,0.431382072,0.5649485,0.162220026,0.857688516,0.133717845,0.005931264,0.0547882,0.016557518,1.371176079,0.042356041,0.375880182,3.481295884,2.036258194,0.693929311,0.001614327,0.004798019,0.819986722,0.000362596,0.783967509,0.093941024,0.384144796
38,c1a12460fd4ebcf91fc0945828c73cd2,2.558859927,1.132665266,0.941229652,0.611020099,0.680001505,18.32508418,0.231361888,0.229790232,1.137180039,0.781839539,0.503385904,0.340845337,0.435093464,0.562223395,0.162614321,0.852759972,0.133956662,0.005963635,0.054024883,0.016639909,1.374279687,0.042357233,0.379504135,3.483082794,2.045099734,0.693269091,0.001638651,0.004795765,0.820790141,0.000362051,0.788558954,0.093866315,0.390137603
38,81f0f8017cb4c522e3fd40631528e866,2.55252224,1.135622676,0.946789605,0.617772222,0.686628306,18.29660715,0.231797515,0.23707219,1.147121158,0.785566201,0.505490503,0.342076027,0.431555568,0.567779681,0.163448181,0.851778395,0.132715856,0.005949009,0.053067531,0.016803733,1.386333738,0.042328395,0.383348381,3.496648234,2.044529325,0.693467905,0.001638115,0.005186522,0.82726678,0.000362249,0.799140485,0.093762595,0.402996531
38,d04b82c753f690f2047f5e7628372f4e,2.54364265,1.140239217,0.947887929,0.6176616,0.68160805,18.34971112,0.231914452,0.226490306,1.140485048,0.783330908,0.504578333,0.340916495,0.435368512,0.569413737,0.163619725,0.857174936,0.132338582,0.005954862,0.052318303,0.0168483,1.381688203,0.042248455,0.384110186,3.500160555,2.026855759,0.693355618,0.00164752,0.00497471,0.826874774,0.000363114,0.795628569,0.093778277,0.393439256
38,7e0b77b6b0ff0b2e9148ac6644e1343f,2.53796278,1.14194308,0.9385448,0.615066096,0.680432324,18.44202238,0.231374193,0.218904595,1.145160811,0.786391549,0.507997042,0.343052616,0.435510479,0.569620303,0.164533369,0.847877691,0.132552147,0.005918846,0.051752379,0.01682333,1.38564071,0.042291016,0.381809206,3.501874278,2.02575756,0.693637996,0.001629645,0.005162471,0.824736406,0.000361388,0.799657751,0.093808822,0.392339923
38,93c64bcc27655f5b2ed3beb4a80ec855,2.574869265,1.136310059,0.994250414,0.579232529,0.669643836,18.38085158,0.231097212,0.231486192,1.124472616,0.779337943,0.490852694,0.35356834,0.427595338,0.55056108,0.165770349,0.81033036,0.131116818,0.005803573,0.046191381,0.016546311,1.383115582,0.04204422,0.375171867,3.457737968,1.97029488,0.686198788,0.001617054,0.004720154,0.819774436,0.000368923,0.796382764,0.094034116,0.373225521
38,67460fa8c2a1a1b8b1fda89b1d000a6d,2.595563918,1.133210565,0.999789591,0.579159201,0.666395373,18.29839981,0.230666949,0.228923498,1.128416947,0.779462642,0.497635534,0.359618245,0.428351056,0.545271955,0.165783637,0.812280649,0.13012361,0.005762775,0.046618417,0.016610695,1.383718671,0.042053595,0.373386432,3.478952316,1.988967199,0.686507377,0.001611585,0.004975721,0.816381445,0.000361574,0.789089434,0.093865343,0.371740701
38,527fa29ed962d38d6acae4fb77734651,2.611191593,1.122835308,1.012339653,0.580347096,0.647398561,18.27768284,0.230227729,0.232083317,1.101812316,0.781997825,0.501882463,0.359141344,0.428858758,0.549823111,0.164817125,0.813453651,0.130840683,0.005763295,0.045131859,0.016753701,1.383417015,0.042163208,0.376538762,3.458437561,1.942883586,0.685856683,0.001622688,0.004290756,0.812975355,0.000358351,0.805105588,0.093496568,0.354488877
38,1de88fe6908cd3a98ee376c40ab110d4,2.614964437,1.12610991,1.021277824,0.570957001,0.638158144,18.27375166,0.230604322,0.23780521,1.112041974,0.780244493,0.501362554,0.362177308,0.432219465,0.551839807,0.165650224,0.812784923,0.131077293,0.005791021,0.044447978,0.016774844,1.386074091,0.042106786,0.373214034,3.453238941,1.95611585,0.68510252,0.001596372,0.004349186,0.814105523,0.000359286,0.807427794,0.093505078,0.347106873
38,e5c3dce91f8b01f414d5c2fe7a50ffe2,2.600087889,1.126628039,1.027538279,0.569184402,0.639633707,18.26195114,0.230776256,0.237950201,1.108132608,0.776592669,0.499556051,0.363840007,0.435853626,0.553084481,0.164768709,0.818270085,0.13104333,0.005766785,0.043245727,0.016741401,1.380675469,0.042150644,0.371531325,3.442054862,1.964677372,0.684729807,0.001618542,0.004080357,0.81295598,0.00035538,0.811637197,0.093651758,0.349175495
38,427953d598a497c36ab90ec3030fb47f,2.606249756,1.128577901,1.016361759,0.562291872,0.642402674,18.15319965,0.230661827,0.227468072,1.111755031,0.778806496,0.500792112,0.362620541,0.436965305,0.556053141,0.164409681,0.811624541,0.130847016,0.005738971,0.043565879,0.01670913,1.386724394,0.042149989,0.374888207,3.439112834,1.968840265,0.684660089,0.001645161,0.004326281,0.813750897,0.000354084,0.815088852,0.093610528,0.351504623
38,047181e2741fbd69239709982e69506f,2.596798961,1.125174579,1.016496975,0.567311571,0.651908236,18.17444282,0.230963897,0.228275257,1.112377329,0.776295864,0.502699021,0.362653017,0.439810082,0.55304555,0.163900259,0.819850357,0.130548161,0.005777324,0.042809003,0.016733376,1.387833702,0.042117057,0.378680234,3.435280744,1.953618206,0.683965691,0.001654227,0.004317303,0.8151551,0.000357073,0.811877658,0.093490555,0.351907844
38,b59fafd40fc50512625b2ebcf13459b0,2.588379056,1.121701281,1.025591657,0.577024479,0.655158527,18.08099696,0.230681378,0.231021767,1.118252605,0.779315036,0.502374946,0.364131423,0.435873777,0.552984665,0.164679077,0.816353178,0.130199056,0.005744437,0.043410604,0.016736975,1.386476885,0.042077257,0.379372072,3.43710376,1.970971364,0.683662601,0.001636442,0.004502455,0.812530376,0.000360864,0.807528497,0.093536977,0.34636166
38,53b534b34d6dbc3ea689b16a802d811d,2.586172663,1.123339631,1.027343105,0.575008794,0.647655318,17.98674962,0.230237271,0.219896725,1.129524611,0.777863771,0.502772494,0.365345548,0.435287133,0.549242209,0.164111499,0.824177725,0.130835052,0.005700014,0.044508167,0.016708292,1.385773421,0.042159159,0.375716516,3.441418627,1.961324482,0.68446363,0.001616975,0.004588229,0.808707743,0.000358789,0.804647712,0.093488132,0.336844112
38,fdb4e79d7fddbbc3760fbc8dc90a8d4b,2.587544452,1.126221021,1.039692375,0.585046988,0.658264686,17.94054105,0.230428905,0.214871891,1.125513436,0.774913517,0.499241801,0.365851544,0.437052503,0.545432106,0.164152705,0.827210453,0.130835277,0.005739209,0.043737495,0.01672477,1.393295055,0.042177135,0.375418138,3.423564898,1.980676705,0.68490696,0.001643422,0.004502534,0.805177517,0.000358809,0.808698675,0.093342726,0.332558928
38,68fee0aaf0af943f5939aa3924fdef81,2.584195464,1.129210191,1.0359628,0.577506791,0.654598102,17.87576389,0.230094247,0.213699628,1.140864061,0.768831011,0.497113506,0.374846932,0.435315609,0.540290606,0.163913095,0.814691991,0.131789966,0.005742058,0.045448293,0.016914556,1.390049732,0.042286307,0.376772551,3.428139668,1.966169971,0.684153319,0.001650995,0.004431448,0.805541995,0.000353599,0.814392037,0.093407798,0.33184925
38,33ed5d4fdcd4d2f32029ff9f43791c0f,2.59671813,1.137778747,1.026992775,0.578891057,0.652546236,18.05058053,0.230371085,0.215180631,1.135153607,0.766208893,0.489437411,0.371941678,0.428296996,0.546917962,0.164142427,0.812959916,0.130987375,0.005817569,0.046389145,0.016967385,1.385863591,0.042236685,0.376451265,3.420578987,1.952521254,0.685113785,0.001668155,0.004290282,0.806685238,0.000358069,0.814250487,0.093285426,0.345330333
38,1a7718b8c541111151323dd883c74251,2.601447957,1.14098449,1.038037969,0.584079129,0.64856118,17.98888023,0.229809322,0.218343222,1.124128754,0.767056345,0.485511999,0.371310975,0.430653062,0.544956895,0.164440515,0.807827757,0.131283212,0.005840745,0.045623155,0.016963391,1.385968803,0.042241641,0.376574748,3.414923197,1.948075227,0.684279447,0.001642897,0.004126163,0.802939941,0.000358777,0.818878184,0.093199778,0.34635159
38,1c5ff8d4c3c4771be9dab5fe86ca71a4,2.57838863,1.1370013,1.066980622,0.553967856,0.647664161,17.95700289,0.230602491,0.219604002,1.136379508,0.763741906,0.487153434,0.366734698,0.424216349,0.541031964,0.164627572,0.801641123,0.130778137,0.005898348,0.046687405,0.017073732,1.386990182,0.042070719,0.378541644,3.384432833,1.961486969,0.683533536,0.001657062,0.003860851,0.797666453,0.000359829,0.820297167,0.093490869,0.339757153
38,3d428f34b422a1e56c626864aa38b891,2.236852943,1.272896631,1.119593696,0.379181588,0.683549572,19.01529053,0.243535831,0.278696467,1.185610445,0.765112308,0.51769262,0.320372046,0.47592002,0.50892509,0.156156073,0.782054891,0.135127155,0.006434034,0.034823045,0.017368103,1.436755327,0.043676948,0.392979722,3.269326426,2.125739397,0.675531146,0.001730747,0.003859737,0.807968792,0.000367779,0.787655997,0.092829036,0.390338768
38,5758d2d93e81f13908f3f1667a5ec5d1,2.233254719,1.279376418,1.118977575,0.38646269,0.677503267,18.91128234,0.243528841,0.273770186,1.179159487,0.768492188,0.515021108,0.321370198,0.475399579,0.506919483,0.156339782,0.780199888,0.135681893,0.006421336,0.035445765,0.017309378,1.431206406,0.043595231,0.393001492,3.274335202,2.122799327,0.674656286,0.001746843,0.003657936,0.804994108,0.000369679,0.791960219,0.092985014,0.384401627
38,a760db7fc9cb4d28007e3a23d2448bf9,2.233750143,1.276289148,1.114798865,0.380811199,0.666171495,18.82046587,0.243210856,0.28025768,1.189996761,0.768766814,0.514892805,0.319224474,0.476870331,0.505701157,0.156830916,0.787272011,0.135707252,0.006413472,0.035351113,0.017265285,1.426257088,0.04363158,0.395001634,3.267536593,2.141098659,0.675290837,0.001741507,0.003479547,0.806097949,0.000365915,0.793164115,0.093107691,0.375088241
38,5022c0c71ca3ee2b6b91d1a06e70415c,2.215923807,1.276353156,1.139421595,0.374645484,0.647177877,18.71579377,0.241700178,0.278899119,1.182760293,0.772962313,0.514532792,0.320839826,0.478534936,0.509141373,0.156807185,0.782190089,0.136441082,0.006401544,0.033450534,0.017234023,1.434179366,0.043639839,0.400351565,3.310735719,2.153843782,0.673526162,0.001719356,0.003904913,0.79976411,0.00036363,0.788817254,0.092916382,0.39442599
38,fef048fca49fdb455602f949cf111e25,2.201079057,1.268394611,1.150580434,0.363957163,0.64376824,18.82459132,0.242083274,0.27268812,1.190869079,0.772890992,0.51074971,0.316955478,0.476698305,0.5099797,0.156099549,0.783527394,0.137026178,0.006376353,0.033660123,0.017260605,1.437399326,0.043572212,0.402532438,3.320395971,2.135336452,0.673536072,0.001696086,0.004080005,0.800537304,0.000360459,0.78822449,0.092909258,0.397530527
38,0047841f2b0f569972574b0980012c17,2.213232549,1.264714505,1.180505387,0.367002849,0.63611855,18.91374366,0.243022146,0.273310319,1.194352186,0.774251461,0.515186155,0.316868322,0.474382369,0.511294798,0.156037121,0.780467845,0.136591479,0.006407308,0.034030014,0.017114613,1.441011579,0.043570772,0.401292891,3.309487611,2.127751448,0.673322116,0.001717246,0.004066349,0.8023224,0.000357641,0.780712807,0.093071431,0.403597894
38,64edca9fdc24529ac6c333f395088c9a,2.201747102,1.25860286,1.17250163,0.360195862,0.626273758,18.97858767,0.242935281,0.278440312,1.205298511,0.777717437,0.518329254,0.314377243,0.474174425,0.51154937,0.156601197,0.77292082,0.13643165,0.006400852,0.034125213,0.01714675,1.441512012,0.043593227,0.399504496,3.323472975,2.131230883,0.673367721,0.001702391,0.004196764,0.801673886,0.000358198,0.779323142,0.093172324,0.39263047
38,d54e241c576a52f1ff97b68b6f5c0a00,2.202980626,1.261448013,1.16082344,0.365937585,0.644534494,19.03272814,0.24041942,0.278333925,1.218614531,0.779762333,0.520348726,0.317126362,0.466341159,0.506535661,0.158848584,0.773140563,0.137075934,0.006373331,0.033501734,0.017067712,1.440863713,0.043532685,0.398322069,3.352521838,2.104120019,0.674342084,0.001678401,0.00430675,0.800976129,0.000358352,0.780679308,0.093093397,0.376609362
38,e328db989faaf02446e776b4d7ab43b6,2.609648368,1.127869102,0.9436958,0.615602079,0.690606158,18.1728388,0.233582338,0.219719989,1.145247375,0.785006024,0.508815061,0.343379141,0.417494139,0.56321473,0.162613363,0.844369892,0.131289351,0.006186219,0.060347356,0.016841552,1.38270233,0.042098127,0.371635327,3.477225648,2.017781044,0.693009571,0.001632026,0.005166354,0.817335128,0.000360023,0.781354366,0.093568691,0.401184559
38,077081776268e570837494e3bae85e0f,2.619936997,1.129551139,0.954800908,0.608558069,0.687112352,18.15303982,0.234130906,0.212592714,1.148254467,0.780874612,0.504225638,0.343930389,0.414500877,0.565063945,0.16193159,0.85566823,0.132149789,0.006134066,0.060360425,0.016831074,1.369601548,0.042199026,0.37331165,3.451818955,2.034810074,0.692587697,0.001659442,0.004725083,0.813520482,0.000363063,0.783291221,0.093299673,0.408548429
38,3cbb8414ace5e250155b7f03c60ef874,2.612576568,1.131053119,0.968329066,0.611178257,0.691664823,18.18813659,0.233649939,0.210819048,1.143792062,0.781555468,0.502554576,0.343912016,0.413883818,0.564958625,0.1626512,0.853230597,0.131867124,0.006174206,0.059412123,0.016774617,1.374918503,0.04226911,0.376672272,3.455446148,2.042085291,0.691769948,0.001648905,0.004905499,0.814903345,0.000361801,0.780304605,0.093334088,0.409587612
